number;Indicator;Group;State;Subgroup;Phase;Time Period;Time Period Label;Time Period Start Date;Time Period End Date;Value;Low CI;High CI;Confidence Interval;Quartile Range
538;Symptoms of Anxiety Disorder;By State;Nevada;Nevada;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.0;25.0;33.3;25.0 - 33.3;28.9-36.1
539;Symptoms of Anxiety Disorder;By State;New Hampshire;New Hampshire;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;25.2;21.2;29.5;21.2 - 29.5;19.0-25.2
540;Symptoms of Anxiety Disorder;By State;New Jersey;New Jersey;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;34.4;29.1;40.0;29.1 - 40.0;28.9-36.1
541;Symptoms of Anxiety Disorder;By State;New Mexico;New Mexico;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.6;25.4;34.2;25.4 - 34.2;28.9-36.1
542;Symptoms of Anxiety Disorder;By State;New York;New York;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.8;23.1;30.8;23.1 - 30.8;25.3-27.4
543;Symptoms of Anxiety Disorder;By State;North Carolina;North Carolina;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;28.4;23.4;33.9;23.4 - 33.9;27.5-28.8
544;Symptoms of Anxiety Disorder;By State;North Dakota;North Dakota;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.2;19.7;33.5;19.7 - 33.5;25.3-27.4
545;Symptoms of Anxiety Disorder;By State;Ohio;Ohio;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.2;22.5;30.2;22.5 - 30.2;25.3-27.4
546;Symptoms of Anxiety Disorder;By State;Oklahoma;Oklahoma;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;25.2;19.8;31.3;19.8 - 31.3;19.0-25.2
547;Symptoms of Anxiety Disorder;By State;Oregon;Oregon;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;24.2;20.3;28.4;20.3 - 28.4;19.0-25.2
548;Symptoms of Anxiety Disorder;By State;Pennsylvania;Pennsylvania;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;25.8;22.3;29.5;22.3 - 29.5;25.3-27.4
549;Symptoms of Anxiety Disorder;By State;Rhode Island;Rhode Island;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;23.9;18.8;29.6;18.8 - 29.6;19.0-25.2
550;Symptoms of Anxiety Disorder;By State;South Carolina;South Carolina;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;28.5;23.8;33.5;23.8 - 33.5;27.5-28.8
551;Symptoms of Anxiety Disorder;By State;South Dakota;South Dakota;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;22.3;16.4;29.1;16.4 - 29.1;19.0-25.2
552;Symptoms of Anxiety Disorder;By State;Tennessee;Tennessee;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;24.8;20.5;29.5;20.5 - 29.5;19.0-25.2
553;Symptoms of Anxiety Disorder;By State;Texas;Texas;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;28.8;26.1;31.7;26.1 - 31.7;27.5-28.8
554;Symptoms of Anxiety Disorder;By State;Utah;Utah;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.1;22.4;30.1;22.4 - 30.1;25.3-27.4
555;Symptoms of Anxiety Disorder;By State;Vermont;Vermont;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;25.8;21.5;30.4;21.5 - 30.4;25.3-27.4
556;Symptoms of Anxiety Disorder;By State;Virginia;Virginia;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.8;23.3;30.6;23.3 - 30.6;25.3-27.4
557;Symptoms of Anxiety Disorder;By State;Washington;Washington;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;28.9;25.8;32.1;25.8 - 32.1;28.9-36.1
558;Symptoms of Anxiety Disorder;By State;West Virginia;West Virginia;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.3;22.0;37.4;22.0 - 37.4;28.9-36.1
559;Symptoms of Anxiety Disorder;By State;Wisconsin;Wisconsin;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;23.4;18.8;28.5;18.8 - 28.5;19.0-25.2
560;Symptoms of Anxiety Disorder;By State;Wyoming;Wyoming;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;24.1;17.7;31.6;17.7 - 31.6;19.0-25.2
561;Symptoms of Anxiety Disorder or Depressive Disorder;National Estimate;United States;United States;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;33.9;33.1;34.7;33.1 - 34.7;
562;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;18 - 29 years;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;47.7;45.1;50.4;45.1 - 50.4;
563;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;30 - 39 years;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;37.8;35.7;39.9;35.7 - 39.9;
564;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;40 - 49 years;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;35.3;33.5;37.1;33.5 - 37.1;
565;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;50 - 59 years;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;33.7;31.8;35.7;31.8 - 35.7;
566;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;60 - 69 years;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.4;24.7;28.1;24.7 - 28.1;
567;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;70 - 79 years;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;18.3;16.3;20.4;16.3 - 20.4;
568;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;80 years and above;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;17.1;13.4;21.5;13.4 - 21.5;
569;Symptoms of Anxiety Disorder or Depressive Disorder;By Sex;United States;Male;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.9;28.7;31.1;28.7 - 31.1;
570;Symptoms of Anxiety Disorder or Depressive Disorder;By Sex;United States;Female;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;37.6;36.5;38.7;36.5 - 38.7;
571;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;40.7;38.0;43.4;38.0 - 43.4;
572;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;31.3;30.4;32.1;30.4 - 32.1;
573;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;39.4;37.2;41.6;37.2 - 41.6;
574;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;30.2;27.1;33.5;27.1 - 33.5;
575;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;37.2;33.3;41.2;33.3 - 41.2;
576;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Less than a high school diploma;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;40.9;36.2;45.8;36.2 - 45.8;
577;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;High school diploma or GED;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;37.6;36.0;39.3;36.0 - 39.3;
578;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Some college/Associate's degree;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;36.1;34.5;37.8;34.5 - 37.8;
579;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Bachelor's degree or higher;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.4;25.3;27.5;25.3 - 27.5;
580;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Alabama;Alabama;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;25.2;20.5;30.3;20.5 - 30.3;23.8-29.7
581;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Alaska;Alaska;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;32.7;27.8;37.9;27.8 - 37.9;32.6-34.9
582;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Arizona;Arizona;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;32.1;28.0;36.3;28.0 - 36.3;29.8-32.5
583;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Arkansas;Arkansas;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;35.2;30.9;39.7;30.9 - 39.7;35.0-44.3
584;Symptoms of Anxiety Disorder or Depressive Disorder;By State;California;California;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;38.8;35.1;42.6;35.1 - 42.6;35.0-44.3
585;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Colorado;Colorado;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;33.1;29.2;37.1;29.2 - 37.1;32.6-34.9
586;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Connecticut;Connecticut;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;33.9;29.1;39.1;29.1 - 39.1;32.6-34.9
587;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Delaware;Delaware;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;31.8;26.8;37.1;26.8 - 37.1;29.8-32.5
588;Symptoms of Anxiety Disorder or Depressive Disorder;By State;District of Columbia;District of Columbia;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;37.3;29.7;45.4;29.7 - 45.4;35.0-44.3
589;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Florida;Florida;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;33.5;30.2;37.0;30.2 - 37.0;32.6-34.9
590;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Georgia;Georgia;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;33.6;29.1;38.3;29.1 - 38.3;32.6-34.9
591;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Hawaii;Hawaii;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.1;23.4;35.4;23.4 - 35.4;23.8-29.7
592;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Idaho;Idaho;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;27.6;22.5;33.2;22.5 - 33.2;23.8-29.7
593;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Illinois;Illinois;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;35.2;31.1;39.4;31.1 - 39.4;35.0-44.3
594;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Indiana;Indiana;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;37.3;32.4;42.5;32.4 - 42.5;35.0-44.3
595;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Iowa;Iowa;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;23.8;19.0;29.1;19.0 - 29.1;23.8-29.7
596;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Kansas;Kansas;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;31.1;27.0;35.4;27.0 - 35.4;29.8-32.5
597;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Kentucky;Kentucky;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;35.5;30.7;40.4;30.7 - 40.4;35.0-44.3
598;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Louisiana;Louisiana;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;34.2;28.3;40.6;28.3 - 40.6;32.6-34.9
599;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Maine;Maine;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;34.2;28.5;40.1;28.5 - 40.1;32.6-34.9
600;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Maryland;Maryland;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;32.7;28.8;36.8;28.8 - 36.8;32.6-34.9
601;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Massachusetts;Massachusetts;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;32.0;28.8;35.4;28.8 - 35.4;29.8-32.5
602;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Michigan;Michigan;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;35.0;30.7;39.5;30.7 - 39.5;35.0-44.3
603;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Minnesota;Minnesota;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.7;25.2;34.5;25.2 - 34.5;23.8-29.7
604;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Mississippi;Mississippi;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;44.3;37.4;51.3;37.4 - 51.3;35.0-44.3
605;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Missouri;Missouri;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;35.4;29.6;41.6;29.6 - 41.6;35.0-44.3
606;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Montana;Montana;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.7;24.4;35.4;24.4 - 35.4;23.8-29.7
607;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Nebraska;Nebraska;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.2;21.5;31.3;21.5 - 31.3;23.8-29.7
608;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Nevada;Nevada;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;36.9;32.8;41.2;32.8 - 41.2;35.0-44.3
609;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Hampshire;New Hampshire;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;28.8;24.5;33.3;24.5 - 33.3;23.8-29.7
610;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Jersey;New Jersey;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;39.3;34.0;44.8;34.0 - 44.8;35.0-44.3
611;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Mexico;New Mexico;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;37.4;32.7;42.3;32.7 - 42.3;35.0-44.3
612;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New York;New York;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;34.9;30.5;39.5;30.5 - 39.5;32.6-34.9
613;Symptoms of Anxiety Disorder or Depressive Disorder;By State;North Carolina;North Carolina;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;32.2;26.8;38.0;26.8 - 38.0;29.8-32.5
614;Symptoms of Anxiety Disorder or Depressive Disorder;By State;North Dakota;North Dakota;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;31.9;24.9;39.4;24.9 - 39.4;29.8-32.5
615;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Ohio;Ohio;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;33.9;28.5;39.5;28.5 - 39.5;32.6-34.9
616;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Oklahoma;Oklahoma;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.8;24.2;35.9;24.2 - 35.9;29.8-32.5
617;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Oregon;Oregon;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;31.7;27.8;35.7;27.8 - 35.7;29.8-32.5
618;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Pennsylvania;Pennsylvania;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;30.0;26.1;34.0;26.1 - 34.0;29.8-32.5
619;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Rhode Island;Rhode Island;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;26.2;20.9;32.0;20.9 - 32.0;23.8-29.7
620;Symptoms of Anxiety Disorder or Depressive Disorder;By State;South Carolina;South Carolina;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;31.3;26.6;36.3;26.6 - 36.3;29.8-32.5
621;Symptoms of Anxiety Disorder or Depressive Disorder;By State;South Dakota;South Dakota;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;27.8;21.1;35.2;21.1 - 35.2;23.8-29.7
622;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Tennessee;Tennessee;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;32.5;27.9;37.4;27.9 - 37.4;29.8-32.5
623;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Texas;Texas;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;34.8;31.8;37.9;31.8 - 37.9;32.6-34.9
624;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Utah;Utah;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;30.3;26.5;34.2;26.5 - 34.2;29.8-32.5
625;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Vermont;Vermont;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;29.6;25.3;34.2;25.3 - 34.2;23.8-29.7
626;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Virginia;Virginia;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;32.2;28.5;35.9;28.5 - 35.9;29.8-32.5
627;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Washington;Washington;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;33.0;29.8;36.2;29.8 - 36.2;32.6-34.9
628;Symptoms of Anxiety Disorder or Depressive Disorder;By State;West Virginia;West Virginia;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;34.3;27.4;41.6;27.4 - 41.6;32.6-34.9
629;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Wisconsin;Wisconsin;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;28.0;23.0;33.4;23.0 - 33.4;23.8-29.7
630;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Wyoming;Wyoming;1;3;May 14 - May 19, 2020;05/14/2020;05/19/2020;28.0;21.0;35.8;21.0 - 35.8;23.8-29.7
631;Symptoms of Depressive Disorder;National Estimate;United States;United States;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;24.9;24.1;25.7;24.1 - 25.7;
632;Symptoms of Depressive Disorder;By Age;United States;18 - 29 years;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;36.7;34.0;39.4;34.0 - 39.4;
633;Symptoms of Depressive Disorder;By Age;United States;30 - 39 years;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;27.4;25.9;28.9;25.9 - 28.9;
634;Symptoms of Depressive Disorder;By Age;United States;40 - 49 years;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;24.2;22.8;25.7;22.8 - 25.7;
635;Symptoms of Depressive Disorder;By Age;United States;50 - 59 years;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;24.6;23.0;26.2;23.0 - 26.2;
636;Symptoms of Depressive Disorder;By Age;United States;60 - 69 years;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;19.8;18.5;21.2;18.5 - 21.2;
637;Symptoms of Depressive Disorder;By Age;United States;70 - 79 years;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;13.3;11.2;15.6;11.2 - 15.6;
638;Symptoms of Depressive Disorder;By Age;United States;80 years and above;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;17.1;11.1;24.7;11.1 - 24.7;
639;Symptoms of Depressive Disorder;By Sex;United States;Male;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;22.7;21.5;24.0;21.5 - 24.0;
640;Symptoms of Depressive Disorder;By Sex;United States;Female;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;26.9;25.8;28.0;25.8 - 28.0;
641;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;31.4;28.4;34.4;28.4 - 34.4;
642;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;23.3;22.4;24.2;22.4 - 24.2;
643;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;24.8;22.6;27.0;22.6 - 27.0;
644;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;19.5;17.0;22.2;17.0 - 22.2;
645;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;32.2;28.3;36.3;28.3 - 36.3;
646;Symptoms of Depressive Disorder;By Education;United States;Less than a high school diploma;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;38.7;34.0;43.5;34.0 - 43.5;
647;Symptoms of Depressive Disorder;By Education;United States;High school diploma or GED;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;26.6;25.1;28.1;25.1 - 28.1;
648;Symptoms of Depressive Disorder;By Education;United States;Some college/Associate's degree;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;27.6;26.4;28.8;26.4 - 28.8;
649;Symptoms of Depressive Disorder;By Education;United States;Bachelor's degree or higher;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;17.3;16.5;18.2;16.5 - 18.2;
650;Symptoms of Depressive Disorder;By State;Alabama;Alabama;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;20.9;16.4;26.1;16.4 - 26.1;17.2-20.9
651;Symptoms of Depressive Disorder;By State;Alaska;Alaska;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;26.8;22.6;31.3;22.6 - 31.3;25.9-31.1
652;Symptoms of Depressive Disorder;By State;Arizona;Arizona;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;25.1;21.2;29.3;21.2 - 29.3;23.0-25.8
653;Symptoms of Depressive Disorder;By State;Arkansas;Arkansas;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;23.8;19.6;28.4;19.6 - 28.4;23.0-25.8
654;Symptoms of Depressive Disorder;By State;California;California;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;26.9;23.5;30.5;23.5 - 30.5;25.9-31.1
655;Symptoms of Depressive Disorder;By State;Colorado;Colorado;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;25.5;21.8;29.5;21.8 - 29.5;23.0-25.8
656;Symptoms of Depressive Disorder;By State;Connecticut;Connecticut;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;21.0;16.7;25.9;16.7 - 25.9;21.0-22.9
657;Symptoms of Depressive Disorder;By State;Delaware;Delaware;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;22.7;18.3;27.6;18.3 - 27.6;21.0-22.9
658;Symptoms of Depressive Disorder;By State;District of Columbia;District of Columbia;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;20.9;15.6;27.0;15.6 - 27.0;17.2-20.9
659;Symptoms of Depressive Disorder;By State;Florida;Florida;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;28.6;25.8;31.6;25.8 - 31.6;25.9-31.1
660;Symptoms of Depressive Disorder;By State;Georgia;Georgia;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;27.7;24.2;31.4;24.2 - 31.4;25.9-31.1
661;Symptoms of Depressive Disorder;By State;Hawaii;Hawaii;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;18.5;14.0;23.7;14.0 - 23.7;17.2-20.9
662;Symptoms of Depressive Disorder;By State;Idaho;Idaho;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;18.9;14.6;23.8;14.6 - 23.8;17.2-20.9
663;Symptoms of Depressive Disorder;By State;Illinois;Illinois;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;24.2;20.5;28.3;20.5 - 28.3;23.0-25.8
664;Symptoms of Depressive Disorder;By State;Indiana;Indiana;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;24.8;21.5;28.4;21.5 - 28.4;23.0-25.8
665;Symptoms of Depressive Disorder;By State;Iowa;Iowa;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;17.6;13.7;22.1;13.7 - 22.1;17.2-20.9
666;Symptoms of Depressive Disorder;By State;Kansas;Kansas;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;25.2;20.9;29.8;20.9 - 29.8;23.0-25.8
667;Symptoms of Depressive Disorder;By State;Kentucky;Kentucky;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;23.2;19.1;27.8;19.1 - 27.8;23.0-25.8
668;Symptoms of Depressive Disorder;By State;Louisiana;Louisiana;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;31.1;25.5;37.2;25.5 - 37.2;25.9-31.1
669;Symptoms of Depressive Disorder;By State;Maine;Maine;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;18.5;14.9;22.6;14.9 - 22.6;17.2-20.9
670;Symptoms of Depressive Disorder;By State;Maryland;Maryland;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;22.9;19.7;26.5;19.7 - 26.5;21.0-22.9
671;Symptoms of Depressive Disorder;By State;Massachusetts;Massachusetts;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;20.3;16.9;24.0;16.9 - 24.0;17.2-20.9
672;Symptoms of Depressive Disorder;By State;Michigan;Michigan;1;4;May 21 - May 26, 2020;05/21/2020;05/26/2020;25.1;21.4;29.1;21.4 - 29.1;23.0-25.8
